232,2024-03-23,19:48:36.278089
248,2024-03-23,20:08:37.709850
266,2024-03-23,20:28:40.432239
301,2024-03-23,20:48:41.513483
291,2024-03-23,21:08:42.573486
271,2024-03-23,21:28:43.554202
224,2024-03-23,21:48:44.692441
95,2024-03-24,10:09:37.031314
147,2024-03-24,10:29:37.388306
181,2024-03-24,10:49:38.605508
199,2024-03-24,11:09:39.270093
220,2024-03-24,11:29:40.089982
222,2024-03-24,11:49:41.250759
200,2024-03-24,12:09:42.222161
207,2024-03-24,12:29:43.092426
227,2024-03-24,12:49:43.418446
199,2024-03-24,13:09:44.185307
202,2024-03-24,13:29:45.265414
211,2024-03-24,13:49:46.162341
216,2024-03-24,14:09:46.872342
214,2024-03-24,14:29:47.342745
214,2024-03-24,14:49:48.532907
209,2024-03-24,15:09:49.293667
222,2024-03-24,15:29:50.025250
242,2024-03-24,15:49:50.468796
242,2024-03-24,16:09:51.410844
264,2024-03-24,16:29:52.126067
277,2024-03-24,16:49:53.128756
287,2024-03-24,17:09:53.910928
286,2024-03-24,17:29:54.850600
257,2024-03-24,17:49:55.823932
280,2024-03-24,18:09:56.796811
299,2024-03-24,18:29:57.835648
308,2024-03-24,18:49:58.637062
312,2024-03-24,19:09:59.848926
295,2024-03-24,19:30:00.282843
315,2024-03-24,19:50:01.579636
301,2024-03-24,20:10:02.753680
316,2024-03-24,20:30:03.260646
355,2024-03-24,20:50:03.724672
355,2024-03-24,21:10:04.369358
343,2024-03-24,21:30:04.910271
288,2024-03-24,21:50:05.468774
68,2024-03-25,06:10:26.340816
108,2024-03-25,06:30:27.149423
137,2024-03-25,06:50:28.123492
171,2024-03-25,07:10:29.126958
196,2024-03-25,07:30:29.895241
231,2024-03-25,07:50:30.883440
246,2024-03-25,08:10:31.604472
241,2024-03-25,08:30:32.156534
239,2024-03-25,08:50:32.726832
251,2024-03-25,09:10:33.174002
258,2024-03-25,09:30:33.764672
259,2024-03-25,09:50:34.557164
238,2024-03-25,10:10:35.489453
247,2024-03-25,10:30:36.304814
260,2024-03-25,10:50:36.886548
271,2024-03-25,11:10:37.542104
305,2024-03-25,11:30:38.214499
309,2024-03-25,11:50:38.722194
327,2024-03-25,12:10:39.327321
320,2024-03-25,12:30:39.852058
341,2024-03-25,12:50:40.660533
298,2024-03-25,13:10:41.234699
310,2024-03-25,13:30:41.593584
311,2024-03-25,13:50:42.879695
319,2024-03-25,14:10:44.179626
358,2024-03-25,14:30:45.508169
416,2024-03-25,14:50:46.479439
398,2024-03-25,15:10:47.362218
419,2024-03-25,15:30:47.892434
415,2024-03-25,15:50:48.947776
454,2024-03-25,16:10:49.904861
533,2024-03-25,16:30:51.082516
559,2024-03-25,16:50:52.106492
582,2024-03-25,17:10:53.153838
,2024-03-25,17:30:53.983396
535,2024-03-25,17:50:54.948423
517,2024-03-25,18:10:55.891988
489,2024-03-25,18:30:56.921219
476,2024-03-25,18:50:57.501167
454,2024-03-25,19:10:58.547424
427,2024-03-25,19:30:58.932011
431,2024-03-25,19:50:59.585149
468,2024-03-25,20:11:00.565057
489,2024-03-25,20:31:01.532183
498,2024-03-25,20:51:02.843821
484,2024-03-25,21:11:03.789826
478,2024-03-25,21:31:04.784040
447,2024-03-25,21:51:05.230409
404,2024-03-25,22:11:06.407515
347,2024-03-25,22:31:07.124363
214,2024-03-25,22:51:07.720342
74,2024-03-26,06:11:27.683938
149,2024-03-26,06:31:28.841166
171,2024-03-26,06:51:29.757722
176,2024-03-26,07:11:30.569662
211,2024-03-26,07:31:31.647047
211,2024-03-26,07:51:32.379384
242,2024-03-26,08:11:33.345738
259,2024-03-26,08:31:34.110274
256,2024-03-26,08:51:34.695551
260,2024-03-26,09:11:35.987338
257,2024-03-26,09:31:36.794941
276,2024-03-26,09:51:38.294000
277,2024-03-26,10:11:39.650961
253,2024-03-26,10:31:40.593797
255,2024-03-26,10:51:41.548197
285,2024-03-26,11:11:43.024193
292,2024-03-26,11:31:43.918716
276,2024-03-26,11:51:44.515613
272,2024-03-26,12:11:45.112166
273,2024-03-26,12:31:45.539053
288,2024-03-26,12:51:46.125159
288,2024-03-26,13:11:46.616006
288,2024-03-26,13:31:47.356224
276,2024-03-26,13:51:47.752546
310,2024-03-26,14:11:48.226930
324,2024-03-26,14:31:48.959763
331,2024-03-26,14:51:49.442335
349,2024-03-26,15:11:49.895687
365,2024-03-26,15:31:50.906600
418,2024-03-26,15:51:52.001731
424,2024-03-26,16:11:53.084939
459,2024-03-26,16:31:54.023901
